split,image_id,orig_width,orig_height,crop_x1,crop_y1,crop_x2,crop_y2,crop_width,crop_height,crop_status,old_label_count,new_label_count,dropped_label_count
train,2f53aaf3a5df96e66bdcf98d9f770d1e,1465,2048,148,0,1465,1927,1317,1927,ok,0,0,0
train,2f9a9468e908a35fb3c29fba6ecce60c,1630,2048,0,364,490,1642,490,1278,ok,0,0,0
train,2fc787f72bfa6b6c0bbc0a85413c8a9f,1630,2048,1145,87,1630,1469,485,1382,ok,3,3,0
train,2fda8b3a3c28a74c90edbe2d23917b0f,1465,2048,0,0,646,2048,646,2048,ok,0,0,0
train,2ff7ec3c591665bbe23e5f892eccda6c,1630,2048,1206,0,1630,1535,424,1535,ok,0,0,0
train,301af7f8978640e4dd362075aba35040,1630,2048,1245,272,1630,1485,385,1213,ok,0,0,0
train,3047456544795c193f2f5a12db464ced,1537,2048,1025,0,1537,1674,512,1674,ok,0,0,0
train,3059b9ed5f4dbe5b1af256b2b5531b40,1630,2048,1075,0,1630,1579,555,1579,ok,0,0,0
train,312c111ef010a30094f75c4cd420207f,1630,2048,1092,245,1630,1641,538,1396,ok,0,0,0
train,31b7ac12bfdae5f0a7b484464aaba81c,1465,2048,849,0,1465,2042,616,2042,ok,0,0,0
train,3207291c209d2d5fcd520126145ff20a,1630,2048,1060,312,1630,1635,570,1323,ok,0,0,0
train,3249215304caf281062d80f4b3798634,1609,2048,891,0,1609,1745,718,1745,ok,2,2,0
train,32a822c665489e49190a26a6b4667737,1630,2048,0,336,418,1653,418,1317,ok,0,0,0
train,3314474605ef3a67c309ff763c851713,1630,2048,0,0,1630,2048,1630,2048,fallback_small_contour,1,1,0
train,333c3fdb0ea842b3c4e4d799b5ea44e5,1630,2048,0,0,597,1585,597,1585,ok,2,2,0
train,338460bf0c6de576629169b75370964b,1609,2048,0,0,446,1296,446,1296,ok,1,1,0
train,3398afd26b6167deb74a1d0de2b978de,1630,2048,968,0,1630,1885,662,1885,ok,0,0,0
train,33be94e3d81065693202c21aa662cfd2,1630,2048,897,178,1630,1627,733,1449,ok,0,0,0
train,33c5103e3a4da2f292ec9cb42a9d1a7a,1630,2048,0,537,423,1821,423,1284,ok,0,0,0
train,33e09329292305dcb0495cd24e4e934d,1465,2048,0,0,601,1843,601,1843,ok,1,1,0
train,33ef0769c0bbda92028dd40d73a2bfae,1465,2048,0,0,883,2048,883,2048,ok,1,1,0
train,33ff45adf5e9994562b71a181ee5c676,1630,2048,1064,0,1630,1747,566,1747,ok,0,0,0
train,34160cfb183fc462cd261f90dd3ffac0,1630,2048,1115,210,1630,1597,515,1387,ok,0,0,0
train,347b32bd628a543c96ba6baf027e9781,1465,2048,681,0,1465,1901,784,1901,ok,1,1,0
train,350832662b7cfc27922cdf50e319bfff,1630,2048,0,0,474,1595,474,1595,ok,0,0,0
train,3527d9a479e2c242013ed32e1c93819f,1630,2048,1138,388,1630,1863,492,1475,ok,0,0,0
train,35293500d91fb681fd8ff9171d8161c1,1630,2048,1154,320,1630,1584,476,1264,ok,0,0,0
train,356c79f84a6aefceeff3c362679a7054,1630,2048,1147,0,1630,1595,483,1595,ok,0,0,0
train,35d64566cb02d0dad597dfec3a622dc4,1630,2048,0,0,662,1656,662,1656,ok,0,0,0
train,35fa784de83e5bce663bf66bc1e8b9f2,1465,2048,0,0,708,2048,708,2048,ok,0,0,0
train,360a2637d08a1b3f8fef4f3a3e14e717,1630,2048,0,0,482,2048,482,2048,ok,1,1,0
train,3631f3970d8dd637e1cf582f2060fdce,1465,2048,0,395,739,2048,739,1653,ok,1,1,0
train,3634bfe50a6e3bb9b43634b65bb14764,1630,2048,1210,365,1630,1617,420,1252,ok,0,0,0
train,363c845c1798ce97ef392338dc5a0e4b,1630,2048,1056,0,1630,1726,574,1726,ok,0,0,0
train,366252368e9aee5f1ec26c1b7c86d740,1630,2048,0,346,507,1638,507,1292,ok,0,0,0
train,3665a2e3151a31fc843176e09529b7c6,1630,2048,0,160,741,1667,741,1507,ok,0,0,0
train,366a1248802795d75758092e04a5de0a,1465,2048,0,16,846,1832,846,1816,ok,0,0,0
train,3672eb1a762af35978541a855c4271f4,1630,2048,996,151,1630,1530,634,1379,ok,0,0,0
train,36d251a46482ffaff035e48fc8a1f8e4,1630,2048,741,0,1630,1747,889,1747,ok,1,1,0
train,36f0228304c61b634aa56eea2c861f75,1630,2048,0,282,624,1635,624,1353,ok,0,0,0
train,370b245845272f2385922d8cb025e1c2,1630,2048,0,0,613,1507,613,1507,ok,0,0,0
train,37139b45ab2d61691e34c56657ad1f60,1630,2048,0,0,667,1659,667,1659,ok,0,0,0
train,377db58782db6d21eadcde793a1b953c,1465,2048,0,0,773,2048,773,2048,ok,1,1,0
train,37855be995dc25335b6baeae572e638d,1609,2048,0,0,593,1794,593,1794,ok,0,0,0
train,37858478f893eb85f25e577538167e75,1465,2048,0,0,906,1921,906,1921,ok,0,0,0
train,37a23b32dea999c01e4bc46901b21d67,1630,2048,976,76,1630,1546,654,1470,ok,3,3,0
train,37f179b0a12acdbadcbb4b81e2f34509,1630,2048,1033,153,1630,2048,597,1895,ok,0,0,0
train,38982ad7ded99fb8504b0afb52d3e111,1630,2048,0,0,553,1647,553,1647,ok,1,1,0
train,389e63a564ab355b88c8ec7391a11069,1609,2048,0,0,507,1580,507,1580,ok,1,1,0
train,38b501c62a3af16284bd79f211981ade,1630,2048,1121,359,1630,1602,509,1243,ok,0,0,0
train,3920b4311fa5b13f5a2c9185156ae9d5,1609,2048,0,0,543,2048,543,2048,ok,2,2,0
train,3944b33b99c98e763763b9da54b4f41c,1630,2048,0,0,465,1449,465,1449,ok,1,1,0
train,39a9809abe1441f60f9fab50679c2a73,1630,2048,0,345,637,1722,637,1377,ok,1,1,0
train,39d2c7feed834c1a83063035b28edff1,1465,2048,0,0,730,1870,730,1870,ok,0,0,0
train,39db902f8a8c3bba8778f74e5e2b9d76,1630,2048,1070,190,1630,1455,560,1265,ok,2,2,0
train,3a41695429fe8af3c5421fc45fc024b4,1630,2048,1001,286,1630,1626,629,1340,ok,0,0,0
train,3a73434c916f7d315a5e6b98314093c1,1630,2048,1081,0,1630,1515,549,1515,ok,0,0,0
train,3a82746aedbd7ab2950e9bf0d119d263,1609,2048,0,0,685,1712,685,1712,ok,1,1,0
train,3ab538474fb43b37824d0d549e2c7bec,1630,2048,1126,0,1630,1606,504,1606,ok,0,0,0
train,3b1583bc80cb5bd15d9f4d985169fad0,1630,2048,1015,0,1630,2048,615,2048,ok,0,0,0
train,3b95bda18918892c9a44422bd01b9ffa,1630,2048,1158,0,1630,1404,472,1404,ok,1,1,0
train,3bb3b2b2842c76b37df73a4efcea25ba,1609,2048,1140,294,1609,1623,469,1329,ok,2,2,0
train,3bba99ff9f007c493d06aa4f73fe12bf,1630,2048,900,0,1630,1610,730,1610,ok,0,0,0
train,3c5c55de6c16848b0fd9473c442b2194,1630,2048,973,0,1630,1681,657,1681,ok,0,0,0
train,3ca01aa63e24a7f0c873d0a939d1b003,1630,2048,0,315,566,1677,566,1362,ok,0,0,0
train,3cec8d5947e6dccc2084c9ac8c354244,1630,2048,1110,0,1630,2005,520,2005,ok,0,0,0
train,3cf9650c32e6ee389137d73abc6aa79f,1630,2048,0,0,463,2048,463,2048,ok,0,0,0
train,3d086d99dfafbb52a8785c25426a82d5,1630,2048,1050,149,1630,1403,580,1254,ok,4,4,0
train,3d16da0351cc69f905bf4331bf8a2dca,1465,2048,0,360,675,1965,675,1605,ok,1,1,0
train,3d5b4225c9605e944629ac98e7ed38bd,1630,2048,0,0,643,2048,643,2048,ok,0,0,0
train,3d6766d0893e835d0ed4dcbce74335ae,1630,2048,1150,0,1630,1574,480,1574,ok,0,0,0
train,3d6a1fd3364f4f22e2f45014f23ba674,1630,2048,0,0,674,1682,674,1682,ok,0,0,0
train,3d6a69c36c225fd4ae037296510e0959,1630,2048,0,0,474,1577,474,1577,ok,0,0,0
train,3da3ec08911f5d8679c78bc6422e0e7c,1630,2048,0,302,642,2037,642,1735,ok,0,0,0
train,3e26a93da1ccfb0cf24019d034e99451,1630,2048,0,320,391,1498,391,1178,ok,0,0,0
train,3e87afa0f8da27f58d69338173dbbcf6,1465,2048,956,455,1465,2048,509,1593,ok,0,0,0
train,3ebbea08d8a953ef14b8ceb488907cde,1630,2048,0,0,644,1496,644,1496,ok,0,0,0
train,3ed8651c06be656824ba801feffb41e9,1630,2048,1115,0,1630,2048,515,2048,ok,0,0,0
train,3ef5ddf75f629a31cacd530783a46872,1630,2048,0,0,640,2048,640,2048,ok,0,0,0
train,3f00dd2256a9a66f2b49621c7e9846b9,1630,2048,0,0,673,1851,673,1851,ok,0,0,0
train,3f32b44e863c54c7e80c1365ecd06900,1630,2048,0,0,612,1843,612,1843,ok,0,0,0
train,3f846246573f93813db0f80ddede2792,1630,2048,0,0,533,1905,533,1905,ok,0,0,0
train,3fcc4242c9e4a841fa6843880f1b18de,1630,2048,1093,434,1630,1722,537,1288,ok,1,1,0
train,3ff90cf60c17051d4b574997f1363db8,1630,2048,1166,0,1630,1636,464,1636,ok,1,1,0
train,3ffd0ddb655a71ee916a2b7001e6e5b1,1630,2048,0,394,733,1981,733,1587,ok,0,0,0
train,406cf70b4c69a0f9d656bc77cbf5977c,1609,2048,1066,0,1609,1430,543,1430,ok,0,0,0
train,408f54e248027fd4fe26dde7ecf9b828,1630,2048,0,0,430,1561,430,1561,ok,0,0,0
train,40a249b00a4f0d3591f817b0d55f070e,1630,2048,0,244,514,1697,514,1453,ok,0,0,0
train,40e920a599bb396978781b5fcf01c77a,1465,2048,0,134,815,2048,815,1914,ok,0,0,0
train,40f86fb7d6d66ff2eba72476f43256c6,1609,2048,1069,372,1609,1771,540,1399,ok,0,0,0
train,40fdd0fff2cfbcad1b9eaeb4c4d85e57,1609,2048,1038,0,1609,1736,571,1736,ok,0,0,0
train,41245d77d893426c3bebe31029bf76a0,1630,2048,820,0,1630,1857,810,1857,ok,0,0,0
train,4178ffa36ffe9808649b62752d17e94d,1630,2048,998,0,1630,1507,632,1507,ok,1,1,0
train,41c1972338ade9e25f08e076d5cd4fd2,1630,2048,0,268,531,1504,531,1236,ok,0,0,0
train,421283266b14b52d0bfada0cb341659f,1630,2048,1170,407,1630,1761,460,1354,ok,0,0,0
train,4274a76dcc9e28508eff58acc103dc73,1630,2048,1065,605,1630,1969,565,1364,ok,1,1,0
train,4285bb1fd50ed9f19bd507e66738189c,1630,2048,0,283,586,1650,586,1367,ok,1,1,0
train,429702da538095a74022d076758cdf12,1630,2048,963,103,1630,1518,667,1415,ok,0,0,0
train,42dc9a817b41d702fdc590deb4198028,1609,2048,1117,0,1609,1651,492,1651,ok,0,0,0
train,42f6c62783f16d29b660d52a454661f7,1630,2048,0,28,568,1458,568,1430,ok,0,0,0
train,4370c68d4b0982f159ab4f83e1bad0f1,1630,2048,1162,107,1630,1306,468,1199,ok,0,0,0
train,437a5cf58fedd970ffb2d9a00dea0d6c,1630,2048,1001,0,1630,1741,629,1741,ok,0,0,0
train,43832d851662d7c238bddb2e2c9961a1,1630,2048,1010,0,1630,1704,620,1704,ok,0,0,0
train,43a9fff4ea9c4f7fa09d56c5583d2096,1630,2048,1114,0,1630,1496,516,1496,ok,1,1,0
train,43d1cf0f6bdd1654fe8c1cb0a5dc6c4d,1630,2048,0,0,725,1932,725,1932,ok,0,0,0
train,43f6a1154490ceb90f62d50770fe9636,1465,2048,0,0,1065,1944,1065,1944,ok,0,0,0
train,4402f38e880c5d0272cad908125987e9,1630,2048,1049,344,1630,1601,581,1257,ok,2,2,0
train,44228f235a508789b9e2e186e39fde43,1630,2048,0,369,431,1592,431,1223,ok,0,0,0
train,4434962f5fa8fa186925aae529419682,1630,2048,0,206,592,1673,592,1467,ok,0,0,0
train,449495653ab2594f551e48f96a7bf8d7,1465,2048,0,0,927,2048,927,2048,ok,0,0,0
train,44ae7028c1d915ba1e6a3b4d247adbe9,1630,2048,0,0,608,1656,608,1656,ok,0,0,0
train,44b20cab46f81d4836d7bcdfba9f5125,1630,2048,0,0,540,2048,540,2048,ok,0,0,0
train,44f7ded389233e813bf4605a143dd117,1609,2048,847,0,1609,1918,762,1918,ok,0,0,0
train,452d6df3a8579810afc9a46966f12c5e,1630,2048,0,0,573,1530,573,1530,ok,0,0,0
train,4534c3c2134dd7c3892079ceb8357c90,1630,2048,873,101,1630,1664,757,1563,ok,0,0,0
train,453d94c08533802fc19d3ea67347e01a,1630,2048,0,339,429,1622,429,1283,ok,1,1,0
train,45a8bc598847fa7a8ccb5f6e77e95ed5,1465,2048,861,0,1465,2048,604,2048,ok,3,3,0
train,45be4204429090f71b39c34953c6433b,1630,2048,898,0,1630,1595,732,1595,ok,0,0,0
train,45fd8949b20bf781633561c32d8c7342,1630,2048,1191,0,1630,2048,439,2048,ok,1,1,0
train,4672c439719dbb46a78d19912f0473ac,1630,2048,0,281,555,1694,555,1413,ok,1,1,0
train,467ec6ad950bb90b6f797d52ac3ab843,1465,2048,713,0,1465,2002,752,2002,ok,4,4,0
train,46c2371b88992ed78ba714c8f445a98a,1630,2048,1153,433,1630,1577,477,1144,ok,0,0,0
train,475030258d30d870b8a38aac40d4763d,1630,2048,1015,0,1630,2023,615,2023,ok,0,0,0
train,479630d811a99b02da08cd078060f49f,1630,2048,898,192,1630,1657,732,1465,ok,0,0,0
train,479bb736b9b3f40fe89d45edc6f691be,1564,2048,0,381,600,1756,600,1375,ok,0,0,0
train,47b7e7e5dc8e865511610b1225ce4f05,1609,2048,0,0,718,2048,718,2048,ok,1,1,0
train,480a3cf31b07b062b323715a80c53847,1630,2048,1124,0,1630,1563,506,1563,ok,0,0,0
train,480b6699cf40d11d14b4ce7ecdd0d6eb,1496,2048,0,437,519,1492,519,1055,ok,1,1,0
train,4835a79d7e25eebd20104e7147cbcfb4,1630,2048,0,0,818,1538,818,1538,ok,0,0,0
train,486b652b4a66dbf2fe47c219780d3eb4,1465,2048,0,0,800,1945,800,1945,ok,0,0,0
train,48b384011179739cee2635b6b5e6e5c5,1630,2048,1148,147,1630,1673,482,1526,ok,0,0,0
train,492ba7e6e329e51db043c86ce302b8a8,1465,2048,668,8,1465,1778,797,1770,ok,0,0,0
train,493609b26e1341ce737a60b5b930a757,1630,2048,0,0,605,1239,605,1239,ok,1,1,0
train,49496889f3a3492f25868d26a9b58e38,1609,2048,1123,561,1609,1681,486,1120,ok,0,0,0
train,49526d6fc2bb6904bd77179e322c30eb,1630,2048,969,313,1630,2048,661,1735,ok,0,0,0
train,4986bc4a59f07c2c74c06688b647e6c3,1465,2048,596,0,1465,1990,869,1990,ok,0,0,0
train,498c9a80c82c087df8a2b1412fb3118b,1630,2048,0,280,498,1526,498,1246,ok,0,0,0
train,49a83a14fe22d7e004003daef631ac50,1465,2048,0,0,669,2048,669,2048,ok,0,0,0
train,49bab528aee3d1f01700fd8a66931931,1465,2048,807,0,1465,1663,658,1663,ok,0,0,0
train,49cf189f3a033a24396459793ad27017,1465,2048,585,66,1465,1959,880,1893,ok,1,1,0
train,49e231f7ec50b4509b319fcfd41e7922,1630,2048,0,177,672,1753,672,1576,ok,0,0,0
train,49e72a2ec23062761b176067fc7e9b33,1465,2048,569,0,1465,2048,896,2048,ok,0,0,0
train,49e757c509c633f54b21447980a8354e,1609,2048,1154,578,1609,1734,455,1156,ok,0,0,0
train,49ef5e8188be5318bcca7a7e26fdd4b7,1609,2048,1037,356,1609,1758,572,1402,ok,1,1,0
train,49f860ced6222146c04dd74355255abf,1609,2048,0,272,806,1758,806,1486,ok,2,2,0
train,4a744841c393135e24378da6f6da4444,1465,2048,0,0,733,1853,733,1853,ok,0,0,0
train,4a965d6864934c82cc2829ffbf42acd6,1630,2048,1258,471,1630,1642,372,1171,ok,0,0,0
train,4ab982f04a9e059084a4d3a6ea48f87e,1630,2048,0,0,1082,2048,1082,2048,ok,0,0,0
train,4afca14421444ba0184608751cb4b3ef,1609,2048,860,0,1609,1796,749,1796,ok,1,1,0
train,4b08c4f184eb69a3c732c8e8eb627af8,1465,2048,0,326,541,1838,541,1512,ok,2,2,0
train,4b1622945825039ac9f6c571127b2f65,1630,2048,0,0,571,1736,571,1736,ok,0,0,0
train,4b1c8bfe9aff5f11b8eca9e98f97aa23,1465,2048,994,119,1465,1588,471,1469,ok,0,0,0
train,4b1e47252823c8f580ac4b9e6c2429ce,1630,2048,0,187,501,1417,501,1230,ok,1,1,0
train,4b414955560432e81d46871de460139a,1465,2048,832,0,1465,2048,633,2048,ok,0,0,0
train,4b9a5b8a4bb2313cf8285acce8e09e05,1609,2048,0,0,580,1650,580,1650,ok,0,0,0
train,4bb130da8001c7fd4826703f4294e646,1630,2048,0,378,597,1852,597,1474,ok,0,0,0
train,4bbb07fbc7e8de6356c81701d597d80e,1630,2048,0,0,519,1541,519,1541,ok,0,0,0
train,4c168062d124de078b02efb790f2a65c,1609,2048,0,0,627,2048,627,2048,ok,1,1,0
train,4c3a8a7db202ea367baca51aa5b3b6d5,1609,2048,0,319,752,1815,752,1496,ok,2,2,0
train,4c6de4e3e2259f0bb4e7f3a7e5243d3f,1630,2048,0,0,609,1786,609,1786,ok,1,1,0
train,4c709d3a857301c7bd1caec6d0cae332,1465,2048,0,0,748,2048,748,2048,ok,0,0,0
train,4cc2b68998e43d395389643a21ec0cb3,1555,2048,865,111,1555,1516,690,1405,ok,0,0,0
train,4ce95e68a4fa4c917d0b1592496686d4,1630,2048,1077,0,1630,1997,553,1997,ok,0,0,0
train,4cf53067a676b188f59493bd806dc271,1630,2048,999,0,1630,1693,631,1693,ok,0,0,0
train,4d438425eb4dfed838c96a27853ee229,1465,2048,953,0,1465,1696,512,1696,ok,0,0,0
train,4d63c40fb038d24bb1ff6da3912272c7,1630,2048,1047,0,1630,1496,583,1496,ok,2,2,0
train,4dcf3e6bfb92d39621b2ce5e85e4e1ae,1630,2048,919,0,1630,1939,711,1939,ok,0,0,0
train,4e10d0c7ee78dc751db41fe5778ec3f6,1630,2048,0,209,596,2048,596,1839,ok,0,0,0
train,4e3f3fc39072faebc3d063abea035cef,1630,2048,0,229,388,1725,388,1496,ok,0,0,0
train,4e490463cfb4e914e1072d20523b12e9,1630,2048,941,295,1630,1661,689,1366,ok,0,0,0
train,4efecca1d15dd98854c103d98a47cc21,1630,2048,0,529,574,2048,574,1519,ok,0,0,0
train,4f32649edeaac64cfdae0f712a5de8fc,1630,2048,997,330,1630,1723,633,1393,ok,0,0,0
train,4f34e023d548c20d7419c5f6eda7e367,1630,2048,965,345,1630,1677,665,1332,ok,0,0,0
train,4f5ff88f13768559f3b4cbb46f09f86e,1630,2048,0,347,671,1789,671,1442,ok,0,0,0
train,4fdb1f15d078fa3f36c33e510cf5e9eb,1630,2048,0,0,693,1634,693,1634,ok,0,0,0
train,505915bd5445084c1518de41952f88a3,1630,2048,1095,212,1630,1609,535,1397,ok,0,0,0
train,5094586298088fcded5bd1021d1a05d9,1630,2048,0,201,719,1886,719,1685,ok,0,0,0
train,509bd0a8d3be4469ba6d9a40887bb88b,1465,2048,0,0,808,2048,808,2048,ok,0,0,0
train,50c59bcafdae0aca9af54cb36bc43e32,1609,2048,0,295,492,2048,492,1753,ok,2,2,0
train,5106a76f7f9f574dd955e52487d169dd,1546,2048,0,0,584,1540,584,1540,ok,0,0,0
train,5114c128f347d8708753f229cfa34531,1630,2048,0,372,425,1745,425,1373,ok,0,0,0
train,513827c4acb54754770e9282ab02bbc5,1630,2048,1014,0,1630,1700,616,1700,ok,0,0,0
train,515bd50138d4bafa9c9a6f3c4360f656,1609,2048,1086,0,1609,1834,523,1834,ok,0,0,0
train,5195a772ac1480857c199d3a508c4b80,1609,2048,0,0,957,2048,957,2048,ok,0,0,0
train,5197b6545f08464ee910bdb68481562a,1630,2048,1092,119,1630,1997,538,1878,ok,0,0,0
train,51b47f9024ccad1356354f56ac916f29,1630,2048,0,362,433,1605,433,1243,ok,1,1,0
train,523cdecbef6f4fa9ec4c49ead52846ba,1609,2048,0,0,789,1904,789,1904,ok,2,2,0
train,5259d2145058ac4d87b49ef4fcb9ce64,1630,2048,0,131,429,1533,429,1402,ok,0,0,0
train,525a35260f5484d6d3bcb897fbf16364,1630,2048,979,0,1630,1751,651,1751,ok,2,2,0
train,528fa96731ba3a3c3a2a59a73caa50ee,1630,2048,1128,333,1630,1613,502,1280,ok,0,0,0
train,52915cc92f5632d0a5da6dfd60a0d31e,1609,2048,0,129,528,1717,528,1588,ok,3,3,0
train,52c2344bcdf4f10257df634fc17b1613,1465,2048,581,0,1465,2048,884,2048,ok,0,0,0
train,52f7ee11ed52e113d57e5b1c5f7eede2,1630,2048,0,0,1630,2048,1630,2048,fallback_small_contour,0,0,0
train,5310e1712d98583f938c9ce36f9b7596,1465,2048,0,0,802,1930,802,1930,ok,0,0,0
train,531bba59b58ee255662e46898934195e,1609,2048,0,227,740,1837,740,1610,ok,1,1,0
train,53407545c60d323158544eea4f7e3cf1,1630,2048,0,186,610,1777,610,1591,ok,0,0,0
train,5348dc36f1224e5c28d87f8931089fc1,1630,2048,0,200,574,1387,574,1187,ok,0,0,0
train,5353337c9c256dfa34fa5c4b7aac27a6,1630,2048,1277,270,1630,1435,353,1165,ok,1,1,0
train,53e17b68eb09793ab59c6f04e0a78229,1630,2048,997,0,1630,2048,633,2048,ok,0,0,0
train,540a1cc65fdb9a03b535fcd9c3ae21b0,1630,2048,1198,443,1630,1678,432,1235,ok,0,0,0
train,54716121c39ea4f99484a063f81a719e,1465,2048,940,3,1465,1791,525,1788,ok,1,1,0
train,548b1ab27d27dcfa64c69efb4be5e690,1465,2048,0,0,796,1866,796,1866,ok,0,0,0
train,54cb879187d00ef99484cd7e71f40f39,1630,2048,0,0,396,1582,396,1582,ok,0,0,0
train,54e16769b0e30e36d194410926c799e1,1630,2048,1149,0,1630,1749,481,1749,ok,0,0,0
train,54ff99511881f36576c0bfcfc87f0bc2,1630,2048,0,601,537,2048,537,1447,ok,0,0,0
train,552a67df6d68b8f9498db7cadd23b0e0,1630,2048,1180,0,1630,1399,450,1399,ok,0,0,0
train,554831863ba89085e7d589696ff64bbc,1465,2048,0,0,759,2018,759,2018,ok,0,0,0
train,557a2c3c6d82872584e701efecda7d0f,1609,2048,0,520,491,1818,491,1298,ok,2,2,0
train,55960a56fd523fc2a845e27a015d62d4,1630,2048,0,309,280,1506,280,1197,ok,0,0,0
train,55a1fd53521c823e063f605baab56d5e,1630,2048,0,0,1630,2048,1630,2048,fallback_small_contour,0,0,0
train,55e28a0845d8514ef53bff1cf7a72fb7,1630,2048,0,0,608,1572,608,1572,ok,0,0,0
train,5616df46d2800ce75484fd5dca070382,1630,2048,1163,0,1630,1423,467,1423,ok,0,0,0
train,5700469390ec03e4f272a766a5cd6732,1630,2048,0,244,504,1650,504,1406,ok,0,0,0
train,5703c5841377a3546c9392c3f722a3e6,1630,2048,1121,339,1630,2048,509,1709,ok,0,0,0
train,57074dce833587f29bf7218d39fcc773,1630,2048,1167,335,1630,1786,463,1451,ok,0,0,0
train,57516798dcc49b07591dc104a2b39394,1465,2048,0,64,656,1776,656,1712,ok,0,0,0
train,5765fc3b2a44f33c127621b8f744425e,1609,2048,0,350,513,1579,513,1229,ok,2,2,0
train,5784c06e72436ddf37f9a4da4b8b16e1,1630,2048,1156,0,1630,1517,474,1517,ok,0,0,0
train,57e4398b7276650b6f86ff384c91f36d,1465,2048,0,146,520,1914,520,1768,ok,0,0,0
train,581b0e4d471a5c0adc6888cb038fa722,1630,2048,1204,321,1630,1604,426,1283,ok,1,1,0
train,5832a295291d9f2c9cc73c952f1b21f7,1630,2048,0,0,564,1708,564,1708,ok,0,0,0
train,58c140bdb10a027a0474dc9863376a11,1630,2048,798,9,1630,1583,832,1574,ok,0,0,0
train,58d024a0efa07de9d05778d534efe7ea,1630,2048,1193,0,1630,1537,437,1537,ok,0,0,0
train,58d70109b957243aeaf19b95ed5322d4,1630,2048,1166,0,1630,2048,464,2048,ok,0,0,0
train,58dd3e4e85cf4f93c0bfac39b046a331,1630,2048,0,0,411,1617,411,1617,ok,0,0,0
train,596a7f8bf2e64df0766de379086f84c9,1609,2048,1007,143,1609,1569,602,1426,ok,1,1,0
train,59efa30f975f06c7d17042c190fd7c42,1630,2048,0,0,623,1737,623,1737,ok,1,1,0
train,5a81b119ee2a6bd1cc042fef59e0f207,1630,2048,0,0,573,1544,573,1544,ok,1,1,0
train,5a8bddeb3da3d0504e4ba9338b24ca0c,1465,2048,0,12,599,1806,599,1794,ok,1,1,0
train,5ac774dd4dd189262b7936f19352d4d6,1630,2048,1145,0,1630,1455,485,1455,ok,0,0,0
train,5aeab21edc0439e116d876e4647a840c,1630,2048,1143,0,1630,2028,487,2028,ok,1,1,0
train,5b33f09d486bb75d8b55c7c271b38ca8,1630,2048,1086,0,1630,1603,544,1603,ok,0,0,0
train,5b4503244f2bb1a633142ad42ef81945,1630,2048,925,0,1630,2048,705,2048,ok,1,1,0
train,5b789505fc0356907eff3208036cd65c,1491,2048,1131,0,1491,1333,360,1333,ok,0,0,0
train,5babc8f7e8ede530d3f9229cc1d1548e,1630,2048,0,238,565,1671,565,1433,ok,1,1,0
train,5bd82043b285c3c0ec299c6df4dddef1,1630,2048,990,0,1630,1674,640,1674,ok,0,0,0
train,5bf1fb6fb072221239f84b1dc86ad112,1630,2048,0,169,559,1544,559,1375,ok,1,1,0
train,5c40def8eb37a29833a498f9390f2b02,1630,2048,933,231,1630,1561,697,1330,ok,0,0,0
train,5c56088b142c4a3902ba31ddcab5c9d5,1630,2048,1117,0,1630,1817,513,1817,ok,0,0,0
train,5ca46e88cbed4b2a6219c5e4442383a6,1630,2048,930,0,1630,1598,700,1598,ok,0,0,0
train,5cc4d08c6d8d91172761b30a2e63a8c0,1465,2048,0,0,721,1939,721,1939,ok,0,0,0
train,5cf927a823056aaf204e6225cabe3b9f,1630,2048,0,231,812,1763,812,1532,ok,1,1,0
train,5d13674e2ed04208bf232e2eeb468f7a,1630,2048,0,222,705,1633,705,1411,ok,1,1,0
train,5d2610e24aff460252ead498200a6a4c,1630,2048,1016,0,1630,1397,614,1397,ok,0,0,0
train,5d5960ded41f31f8fff79d51a6863eeb,1630,2048,0,0,719,1809,719,1809,ok,0,0,0
train,5dd32d9ce25c6a5199ced1bb923ee1be,1630,2048,0,184,600,1661,600,1477,ok,0,0,0
train,5de0ba2a3c81fd4db1de287582c8315b,1609,2048,870,155,1609,1622,739,1467,ok,0,0,0
train,5df6dcae8bbec1c608eece889b6dd63c,1465,2048,0,213,535,1803,535,1590,ok,0,0,0
train,5e03164c384d5c48fd8e2465b130f9a0,1630,2048,0,0,661,1575,661,1575,ok,0,0,0
train,5e16b129e337c2191bd0207390259575,1630,2048,1137,0,1630,2048,493,2048,ok,1,1,0
train,5e1c9649882d7718965f16a8fdbbdad2,1630,2048,1062,265,1630,1701,568,1436,ok,0,0,0
train,5e336958f6e734091af43fa3c726d0ee,1630,2048,1067,327,1630,1743,563,1416,ok,0,0,0
train,5e35ead87bb708f1fea95033ddb2e093,1630,2048,0,0,730,2048,730,2048,ok,1,1,0
train,5ec31710f02e8a75d7f2afe393e33e84,1630,2048,0,256,475,1583,475,1327,ok,0,0,0
train,5ec47acab5554204d0aee3fe201e63f9,1465,2048,0,0,1054,2036,1054,2036,ok,0,0,0
train,5ece74cda0f90e892eef16f2012a933b,1630,2048,1242,286,1630,1491,388,1205,ok,0,0,0
train,5f0884ab98a63981fcdb3a2777eb2f37,1630,2048,0,0,468,1590,468,1590,ok,0,0,0
train,5f28cc666f1f02765ed25c945c421fd6,1630,2048,975,0,1630,1583,655,1583,ok,0,0,0
train,5f684c092ea82e6ce621989c51199b59,1630,2048,0,268,715,1653,715,1385,ok,0,0,0
